NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,ADDRESS,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE,LOG OF SALE PRICE
ALPHABETCITY,07RENTALS-WALKUPAPARTMENTS,2,397,33,C7,14AVENUEB,10009.0,25.0,2.0,27.0,3574.0,18212.0,1925.0,2,C7,13185684.0,2013-01-31,16.39464225355706
ALPHABETCITY,07RENTALS-WALKUPAPARTMENTS,2,398,53,C7,170EAST2NDSTREET,10009.0,36.0,3.0,39.0,4452.0,17664.0,1900.0,2,C7,3810602.0,2012-10-26,15.153297739870712
ALPHABETCITY,07RENTALS-WALKUPAPARTMENTS,2B,400,56,C4,203EAST4THSTREET,10009.0,10.0,1.0,10.0,2404.0,6975.0,1900.0,2,C4,7333333.0,2013-09-04,15.807940677199934
ALPHABETCITY,07RENTALS-WALKUPAPARTMENTS,2B,400,57,C4,201EAST4THSTREET,10009.0,9.0,1.0,9.0,2404.0,6875.0,1900.0,2,C4,7333333.0,2013-09-04,15.807940677199934
ALPHABETCITY,07RENTALS-WALKUPAPARTMENTS,2B,400,58,C4,199EAST4THSTREET,10009.0,9.0,1.0,10.0,2404.0,7110.0,1900.0,2,C4,7333333.0,2013-09-04,15.807940677199934
ALPHABETCITY,07RENTALS-WALKUPAPARTMENTS,2,400,60,C4,195EASTFOURTHSTREET,10009.0,18.0,2.0,18.0,2404.0,8975.0,1913.0,2,C4,7000000.0,2013-09-04,15.761420707019587
ALPHABETCITY,07RENTALS-WALKUPAPARTMENTS,2,404,4,C7,500EAST11STREET,10009.0,25.0,2.0,27.0,3020.0,15162.0,1920.0,2,C7,12603963.0,2013-01-31,16.349521846278986
ALPHABETCITY,07RENTALS-WALKUPAPARTMENTS,2,405,10,C7,504EAST12THSTREET,10009.0,28.0,2.0,30.0,3872.0,15428.0,1930.0,2,C7,8892981.0,2013-01-31,16.000772871867632
ALPHABETCITY,07RENTALS-WALKUPAPARTMENTS,2,405,12,C7,508EAST12THSTREET,10009.0,28.0,2.0,30.0,3872.0,15428.0,1930.0,2,C7,9528194.0,2013-01-31,16.069765750851133
ALPHABETCITY,08RENTALS-ELEVATORAPARTMENTS,2,404,48,D1,315EAST10THSTREET,10009.0,12.0,1.0,12.0,2369.0,9348.0,1920.0,2,D1,9600000.0,2013-07-05,16.077273656438063
ALPHABETCITY,14RENTALS-4-10UNIT,2A,387,133,S3,650EAST6THSTREET,10009.0,3.0,1.0,4.0,1940.0,4140.0,1920.0,2,S3,2800000.0,2013-07-19,14.845129975145433
ALPHABETCITY,14RENTALS-4-10UNIT,2A,391,33,S4,137AVENUEC,10009.0,4.0,1.0,5.0,1500.0,3540.0,1900.0,2,S4,2450000.0,2013-02-22,14.71159858252091
ALPHABETCITY,14RENTALS-4-10UNIT,2A,393,4,S4,165AVENUEB,10009.0,4.0,1.0,5.0,2201.0,5608.0,1900.0,2,S4,3800000.0,2012-04-12,15.150511624696614
ALPHABETCITY,37RELIGIOUSFACILITIES,4,392,4,M1,149AVENUEB,10009.0,2.0,1.0,3.0,2139.0,6440.0,1900.0,4,M1,4650000.0,2012-12-20,15.35237777756354
ALPHABETCITY,37RELIGIOUSFACILITIES,4,392,4,M1,149AVENUEB,10009.0,2.0,1.0,3.0,2139.0,6440.0,1900.0,4,M1,3200000.0,2012-09-27,14.978661367769956
CHELSEA,07RENTALS-WALKUPAPARTMENTS,2B,719,45,C5,402WEST22NDSTREET,10011.0,7.0,1.0,8.0,1026.0,4788.0,1900.0,2,C5,3530000.0,2012-11-15,15.07680842890948
CHELSEA,07RENTALS-WALKUPAPARTMENTS,2,744,40,C4,2058AVENUE,10011.0,10.0,1.0,11.0,2500.0,10800.0,1900.0,2,C4,15900000.0,2013-01-05,16.58182966719046
CHELSEA,07RENTALS-WALKUPAPARTMENTS,2B,764,21,C5,233WEST14THSTREET,10011.0,6.0,2.0,8.0,3000.0,8455.0,1920.0,2,C5,6800000.0,2012-10-17,15.732433170146335
CHELSEA,08RENTALS-ELEVATORAPARTMENTS,2,800,20,D6,135WEST24THSTREET,10011.0,23.0,1.0,24.0,2925.0,12609.0,1901.0,2,D6,1911390.0,2012-05-10,14.46334128403324
CHELSEA,08RENTALS-ELEVATORAPARTMENTS,2,801,49,D5,110WEST26THSTREET,10001.0,11.0,2.0,13.0,4090.0,26027.0,1907.0,2,D5,2176160.0,2012-12-21,14.59307241366658
CHELSEA,14RENTALS-4-10UNIT,2B,794,12,S5,153WEST18THSTREET,10011.0,6.0,1.0,7.0,1553.0,3800.0,1877.0,2,S5,10405882.0,2012-11-28,16.15788178115633
CHELSEA,14RENTALS-4-10UNIT,2A,803,33,S9,103WEST27THSTREET,10001.0,3.0,2.0,5.0,1668.0,4796.0,1920.0,2,S9,3500000.0,2013-03-27,15.068273526459642
CHELSEA,22STOREBUILDINGS,4,738,79,K9,589AVENUE,10011.0,2.0,1.0,3.0,1692.0,3842.0,1920.0,4,K9,18200000.0,2013-08-04,16.716932152047026
CHELSEA,22STOREBUILDINGS,4,799,41,K4,727AVENUEOFTHEAMER,10010.0,2.0,2.0,4.0,1636.0,5976.0,1894.0,4,K4,8150000.0,2013-12-07,15.913528485217045
CHELSEA,23LOFTBUILDINGS,4,793,29,L8,111WEST17THSTREET,10011.0,1.0,4.0,5.0,1840.0,8900.0,1920.0,4,L8,7250000.0,2012-10-16,15.796512026830857
CHELSEA,23LOFTBUILDINGS,4,797,29,L9,117WEST21STSTREET,10011.0,1.0,1.0,2.0,4337.0,18591.0,1900.0,4,L9,12000000.0,2013-05-15,16.300417207752275
CHELSEA,23LOFTBUILDINGS,4,798,59,L8,128WEST23RDSTREET,10011.0,3.0,1.0,4.0,2468.0,7080.0,1920.0,4,L8,4500000.0,2013-06-14,15.319587954740548
CHELSEA,30WAREHOUSES,4,794,11,E9,155WEST18THSTREET,10011.0,6.0,6.0,12.0,10053.0,32380.0,1930.0,4,E9,16622383.0,2012-11-28,16.62626071858155
CHINATOWN,02TWOFAMILYHOMES,1,281,38,S2,53-55DIVISIONSTREET,10002.0,2.0,1.0,3.0,1708.0,3619.0,1920.0,1,S2,2800000.0,2013-06-27,14.845129975145433
CHINATOWN,07RENTALS-WALKUPAPARTMENTS,2,237,11,C7,146MULBERRYSTREET,10013.0,15.0,1.0,16.0,3572.0,19858.0,1900.0,2,C7,6900000.0,2013-07-08,15.747031969567487
CHINATOWN,07RENTALS-WALKUPAPARTMENTS,2,275,1,C7,125MADISONSTREET,10002.0,15.0,1.0,16.0,1779.0,6810.0,1900.0,2,C7,2265000.0,2012-12-18,14.63308531689927
CHINATOWN,07RENTALS-WALKUPAPARTMENTS,2,277,18,C7,109MADISONSTREET,10002.0,20.0,2.0,22.0,2514.0,9480.0,1900.0,2,C7,4500000.0,2012-03-08,15.319587954740548
CHINATOWN,07RENTALS-WALKUPAPARTMENTS,2,303,10,C7,83BOWERY,10002.0,12.0,3.0,15.0,2923.0,12665.0,1910.0,2,C7,9326496.0,2013-03-06,16.048369939581228
CHINATOWN,07RENTALS-WALKUPAPARTMENTS,2,306,1,C7,119HESTERSTREET,10002.0,25.0,4.0,29.0,3392.0,17025.0,1910.0,2,C7,7400000.0,2012-08-30,15.816990558174398
CHINATOWN,14RENTALS-4-10UNIT,2B,206,17,S5,125MULBERRYSTREET,10013.0,6.0,1.0,7.0,2150.0,7434.0,1910.0,2,S5,9750000.0,2012-12-30,16.09277784297403
CHINATOWN,21OFFICEBUILDINGS,4,162,53,O9,18BOWERY,10013.0,2.0,5.0,7.0,2500.0,8142.0,1905.0,4,O9,5380000.0,2012-12-28,15.498198932137967
CHINATOWN,22STOREBUILDINGS,4,171,7,K9,360BROADWAY,10013.0,5.0,4.0,9.0,6443.0,31500.0,1900.0,4,K9,3406300.0,2013-05-22,15.04113721618504
CHINATOWN,22STOREBUILDINGS,4,304,5,K9,103BOWERY,10002.0,4.0,1.0,5.0,2626.0,9814.0,1915.0,4,K9,4131745.0,2013-03-06,15.234210393861359
CHINATOWN,22STOREBUILDINGS,4,304,6,K9,105BOWERY,10002.0,4.0,1.0,5.0,2615.0,10060.0,1900.0,4,K9,3816973.0,2013-03-06,15.154968258084324
CIVICCENTER,07RENTALS-WALKUPAPARTMENTS,2B,150,17,C7,118DUANESTREET,10007.0,7.0,3.0,10.0,5833.0,27853.0,1915.0,2,C7,11000000.0,2013-04-06,16.213405830762646
CIVICCENTER,08RENTALS-ELEVATORAPARTMENTS,2A,146,14,D2,148DUANESTREET,10013.0,4.0,2.0,6.0,3909.0,17000.0,1930.0,2,D2,5663000.0,2012-12-14,15.549464345095942
CIVICCENTER,08RENTALS-ELEVATORAPARTMENTS,2A,146,14,D2,148DUANESTREET,10013.0,4.0,2.0,6.0,3909.0,17000.0,1930.0,2,D2,5662000.0,2012-12-14,15.549287744653983
CIVICCENTER,08RENTALS-ELEVATORAPARTMENTS,2,173,17,D7,74LEONARDSTREET,10013.0,18.0,1.0,19.0,3828.0,23000.0,1920.0,2,D7,13650000.0,2012-09-10,16.429250079595242
CIVICCENTER,14RENTALS-4-10UNIT,2A,177,6,S9,55LEONARDSTREET,10013.0,4.0,2.0,6.0,2442.0,10800.0,1915.0,2,S9,4200000.0,2012-09-28,15.250595083253597
CIVICCENTER,22STOREBUILDINGS,4,178,21,K9,1WHITESTREET,10013.0,1.0,2.0,3.0,705.0,2820.0,1915.0,4,K9,4200000.0,2013-06-18,15.250595083253597
CIVICCENTER,23LOFTBUILDINGS,4,174,11,L9,69LEONARDSTREET,10013.0,5.0,2.0,7.0,2885.0,14425.0,1910.0,4,L9,2669333.0,2012-12-21,14.797339186433952
CIVICCENTER,23LOFTBUILDINGS,4,174,19,L9,91FRANKLINSTREET,10013.0,3.0,2.0,5.0,2342.0,10298.0,1920.0,4,L9,1200000.0,2012-08-21,13.997832114758229
CLINTON,02TWOFAMILYHOMES,1,1060,154,S2,448WEST51STSTREET,10019.0,2.0,1.0,3.0,1883.0,5492.0,1910.0,1,S2,2950000.0,2012-08-27,14.897315728316002
CLINTON,07RENTALS-WALKUPAPARTMENTS,2,1055,29,C7,6439AVENUE,10036.0,19.0,2.0,21.0,3200.0,15200.0,1910.0,2,C7,17000000.0,2013-05-28,16.64872390202049
CLINTON,07RENTALS-WALKUPAPARTMENTS,2B,1059,29,C7,7219AVENUE,10019.0,8.0,1.0,9.0,3160.0,10200.0,1910.0,2,C7,600000.0,2012-08-22,13.304684934198283
CLINTON,07RENTALS-WALKUPAPARTMENTS,2,1060,32,C7,7479AVENUE,10019.0,12.0,1.0,13.0,2500.0,9900.0,1901.0,2,C7,5375000.0,2013-11-06,15.497269131978001
CLINTON,07RENTALS-WALKUPAPARTMENTS,2,1060,44,C7,420-424WEST51STSTREET,10019.0,12.0,1.0,13.0,5021.0,13069.0,1910.0,2,C7,5325000.0,2012-10-22,15.487923269559763
CLINTON,07RENTALS-WALKUPAPARTMENTS,2,1063,12,C7,437WEST53RDSTREET,10019.0,11.0,1.0,12.0,2510.0,8641.0,1910.0,2,C7,3950000.0,2013-03-19,15.189226136877304
CLINTON,07RENTALS-WALKUPAPARTMENTS,2,1064,4,C7,81810THAVENUE,10019.0,16.0,2.0,18.0,3333.0,12330.0,1910.0,2,C7,8400000.0,2013-06-08,15.943742263813542
CLINTON,07RENTALS-WALKUPAPARTMENTS,2B,1064,9,C7,443WEST54THSTREET,10019.0,7.0,1.0,8.0,2750.0,7457.0,1920.0,2,C7,4000000.0,2012-11-26,15.201804919084164
CLINTON,07RENTALS-WALKUPAPARTMENTS,2B,1086,30,C7,87710THAVENUE,10019.0,8.0,2.0,10.0,1875.0,7500.0,1910.0,2,C7,4800000.0,2012-11-20,15.38412647587812
CLINTON,08RENTALS-ELEVATORAPARTMENTS,2B,1058,62,D6,69810THAVENUE,10019.0,9.0,1.0,10.0,2193.0,9385.0,1910.0,2,D6,5500000.0,2013-06-13,15.520258650202699
CLINTON,14RENTALS-4-10UNIT,2A,1055,130,S4,6479AVENUE,10036.0,4.0,1.0,5.0,1613.0,6694.0,1910.0,2,S4,8500000.0,2013-05-28,15.955576721460545
CLINTON,14RENTALS-4-10UNIT,2A,1059,34,S9,733NINTHAVENUE,10019.0,3.0,2.0,5.0,2100.0,7740.0,1910.0,2,S9,6275000.0,2012-12-27,15.652084042982121
CLINTON,14RENTALS-4-10UNIT,2A,1059,162,S4,458WEST50THSTREET,10019.0,4.0,1.0,5.0,1205.0,3780.0,1910.0,2,S4,2980000.0,2012-12-20,14.907433858481587
CLINTON,23LOFTBUILDINGS,4,1064,5,L8,451WEST54THSTREET,10019.0,1.0,1.0,2.0,2460.0,6352.0,1920.0,4,L8,6850000.0,2013-05-29,15.739759210238407
EASTVILLAGE,02TWOFAMILYHOMES,1,436,1,S2,1381AVENUE,10009.0,2.0,1.0,3.0,1200.0,3360.0,1900.0,1,S2,635000.0,2012-01-08,13.36138027787483
EASTVILLAGE,07RENTALS-WALKUPAPARTMENTS,2,434,16,C7,104EAST7THSTREET,10009.0,16.0,2.0,18.0,2271.0,8236.0,1900.0,2,C7,2850000.0,2012-11-15,14.862829552244833
EASTVILLAGE,07RENTALS-WALKUPAPARTMENTS,2,436,41,C7,111ST.MARKSPLACE,10009.0,10.0,2.0,12.0,2348.0,6115.0,1900.0,2,C7,4350000.0,2013-08-01,15.285686403064867
EASTVILLAGE,07RENTALS-WALKUPAPARTMENTS,2,436,42,C7,109STMARK'SPLACE,10009.0,25.0,1.0,26.0,2348.0,10386.0,1920.0,2,C7,7000000.0,2012-09-08,15.761420707019587
EASTVILLAGE,07RENTALS-WALKUPAPARTMENTS,2,437,35,C7,435EAST9THSTREET,10009.0,14.0,2.0,16.0,2306.0,7413.0,1900.0,2,C7,4950000.0,2012-08-30,15.414898134544874
EASTVILLAGE,07RENTALS-WALKUPAPARTMENTS,2B,438,30,C7,167AVENUEA,10009.0,8.0,1.0,9.0,2225.0,9030.0,1910.0,2,C7,7715462.0,2013-01-31,15.858736925330597
EASTVILLAGE,07RENTALS-WALKUPAPARTMENTS,2B,438,31,C5,165AVENUEA,10009.0,9.0,1.0,10.0,2225.0,9115.0,1910.0,2,C5,8572735.0,2013-01-31,15.964097376183489
EASTVILLAGE,07RENTALS-WALKUPAPARTMENTS,2,438,44,C7,267EAST10THSTREET,10009.0,18.0,2.0,20.0,2369.0,8100.0,1920.0,2,C7,5650000.0,2012-08-30,15.547166103122624
EASTVILLAGE,07RENTALS-WALKUPAPARTMENTS,2,440,42,C7,435EAST12THSTREET,10009.0,20.0,1.0,21.0,2504.0,9335.0,1900.0,2,C7,5914167.0,2013-01-31,15.592861217075006
EASTVILLAGE,07RENTALS-WALKUPAPARTMENTS,2,441,35,C7,211AVENUEA,10009.0,35.0,3.0,38.0,5171.0,23984.0,1900.0,2,C7,15318662.0,2013-01-31,16.544582381648016
EASTVILLAGE,07RENTALS-WALKUPAPARTMENTS,2,445,37,C7,99EAST3RDSTREET,10003.0,10.0,1.0,11.0,962.0,3848.0,1910.0,2,C7,6000000.0,2013-01-31,15.60727002719233
EASTVILLAGE,07RENTALS-WALKUPAPARTMENTS,2B,447,15,C7,318EAST6THSTREET,10003.0,8.0,1.0,9.0,2425.0,6822.0,1900.0,2,C7,5100000.0,2012-08-30,15.444751097694555
EASTVILLAGE,07RENTALS-WALKUPAPARTMENTS,2B,449,31,C7,1291AVENUE,10003.0,8.0,2.0,10.0,1225.0,5390.0,1900.0,2,C7,4653771.0,2013-01-31,15.353188416648809
EASTVILLAGE,07RENTALS-WALKUPAPARTMENTS,2B,449,40,C7,83EAST7THSTREET,10003.0,8.0,1.0,9.0,2438.0,7677.0,1900.0,2,C7,4400000.0,2012-11-15,15.29711509888849
EASTVILLAGE,07RENTALS-WALKUPAPARTMENTS,2B,450,30,C7,1431AVENUE,10003.0,8.0,2.0,10.0,2342.0,5980.0,1900.0,2,C7,5041585.0,2013-01-31,15.433231074734767
EASTVILLAGE,07RENTALS-WALKUPAPARTMENTS,2B,451,25,C7,228EAST10THSTREET,10003.0,9.0,1.0,10.0,2300.0,6928.0,1900.0,2,C7,4200000.0,2013-06-25,15.250595083253597
EASTVILLAGE,07RENTALS-WALKUPAPARTMENTS,2B,451,44,C7,335EAST9THSTREET,10003.0,8.0,2.0,10.0,2306.0,6510.0,1900.0,2,C7,20250000.0,2013-03-14,16.823665351516823
EASTVILLAGE,07RENTALS-WALKUPAPARTMENTS,2,452,17,C7,318EAST11THSTREET,10003.0,16.0,2.0,18.0,2369.0,10392.0,1900.0,2,C7,7000000.0,2012-08-30,15.761420707019587
EASTVILLAGE,07RENTALS-WALKUPAPARTMENTS,2,452,26,C7,338EAST11THSTREET,10003.0,19.0,2.0,21.0,2369.0,9125.0,1900.0,2,C7,8342623.0,2013-01-31,15.936888233280818
EASTVILLAGE,07RENTALS-WALKUPAPARTMENTS,2,452,27,C7,340EAST11THSTREET,10003.0,16.0,2.0,18.0,2369.0,9515.0,1900.0,2,C7,5133921.0,2013-01-31,15.451380252682833
EASTVILLAGE,07RENTALS-WALKUPAPARTMENTS,2B,463,51,C7,13EAST7THSTREET,10003.0,8.0,2.0,10.0,1950.0,7280.0,1900.0,2,C7,3900000.0,2012-09-28,15.176487111099874
EASTVILLAGE,14RENTALS-4-10UNIT,2B,429,34,S5,23AVENUEA,10009.0,6.0,1.0,7.0,1230.0,4388.0,1920.0,2,S5,4459864.0,2013-01-31,15.310628830257775
EASTVILLAGE,14RENTALS-4-10UNIT,2A,434,54,S4,407EAST6THSTREET,10009.0,4.0,1.0,5.0,1945.0,4060.0,1900.0,2,S4,3605000.0,2012-12-14,15.097832328701186
EASTVILLAGE,14RENTALS-4-10UNIT,2A,435,35,S4,115AVENUEA,10009.0,4.0,1.0,5.0,2442.0,5450.0,1900.0,2,S4,3000000.0,2012-02-08,14.914122846632385
EASTVILLAGE,14RENTALS-4-10UNIT,2A,439,28,S9,191AVENUEA,10009.0,3.0,2.0,5.0,2695.0,10730.0,1900.0,2,S9,5526353.0,2013-01-31,15.525038662266022
EASTVILLAGE,14RENTALS-4-10UNIT,2A,446,6,S9,82SECONDAVENUE,10003.0,4.0,2.0,6.0,2400.0,4956.0,1920.0,2,S9,3160500.0,2012-12-19,14.966240800894491
EASTVILLAGE,14RENTALS-4-10UNIT,2B,467,21,S5,224EAST12THSTREET,10003.0,6.0,1.0,7.0,2485.0,8963.0,1910.0,2,S5,4000000.0,2013-04-30,15.201804919084164
EASTVILLAGE,22STOREBUILDINGS,4,458,1,K9,325BOWERY,10003.0,2.0,3.0,5.0,1787.0,6624.0,1900.0,4,K9,9250000.0,2013-06-21,16.04013410948861
EASTVILLAGE,22STOREBUILDINGS,4,469,19,K9,222EAST14THSTREET,10003.0,3.0,2.0,5.0,1652.0,5492.0,1900.0,4,K9,4100000.0,2013-04-04,15.226497531674536
FASHION,14RENTALS-4-10UNIT,2A,779,7,S3,257WEST29THSTREET,10001.0,3.0,1.0,4.0,2467.0,5358.0,1920.0,2,S3,6250000.0,2013-02-20,15.648092021712584
FASHION,14RENTALS-4-10UNIT,2A,833,27,S9,23WEST31STSTREET,10001.0,4.0,2.0,6.0,2469.0,8797.0,1925.0,2,S9,4000000.0,2013-01-05,15.201804919084164
FASHION,14RENTALS-4-10UNIT,2A,833,27,S9,23WEST31STSTREET,10001.0,4.0,2.0,6.0,2469.0,8797.0,1925.0,2,S9,1850000.0,2013-01-05,14.430696197054507
FASHION,14RENTALS-4-10UNIT,2B,841,12,S9,49WEST39THSTREET,10018.0,5.0,3.0,8.0,2063.0,9660.0,1910.0,2,S9,5949162.0,2013-11-01,15.598760927266747
FASHION,22STOREBUILDINGS,4,778,31,K9,215WEST28THSTREET,10001.0,1.0,1.0,2.0,2456.0,7603.0,1920.0,4,K9,9000000.0,2012-12-13,16.012735135300492
FASHION,23LOFTBUILDINGS,4,831,52,L8,22WEST30THSTREET,10001.0,4.0,2.0,6.0,2469.0,9745.0,1910.0,4,L8,6750000.0,2012-06-09,15.725053062848712
FASHION,23LOFTBUILDINGS,4,838,83,L8,62WEST37THSTREET,10018.0,3.0,3.0,6.0,2123.0,7392.0,1910.0,4,L8,5886500.0,2012-12-17,15.58817215150039
FINANCIAL,07RENTALS-WALKUPAPARTMENTS,2,53,36,C7,106GREENWICHSTREET,10006.0,16.0,2.0,18.0,2796.0,10950.0,1900.0,2,C7,5700000.0,2013-05-16,15.555976732804778
FINANCIAL,14RENTALS-4-10UNIT,2B,11,10,S5,20BEAVERSTREET,10004.0,6.0,1.0,7.0,1701.0,6770.0,1900.0,2,S5,4500000.0,2012-12-20,15.319587954740548
FINANCIAL,14RENTALS-4-10UNIT,2A,64,5,S3,53NASSAUSTREET,10005.0,3.0,1.0,4.0,915.0,4134.0,1900.0,2,S3,2000000.0,2012-12-20,14.508657738524219
